"Subject" "Alter" "Year" "Month" "Day" "Age_days" "Age_years" "Gender" "Age_group" "Condition" "Game" "Team" "Phase" "chest"
"201" 238463 "05.06.12" 5 6 12 1992 5.4538 "male" "5y" "E1_help" "Deco" "Chr_Han" "Test3" 0.0252913874530075
"202" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "Child_help" "Deco" "Chr_Han" "Test4" 0.00496667543859651
"203" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "Child_help" "Tower" "Chr_Han" "Test2" 0.0103035394736842
"204" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "E1_help" "Deco" "Chr_Han" "Test1" 0.00549918421052633
"205" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "E1_help" "Tower" "Chr_Han" "Test3" -0.0180170263157894
"206" 238628 "05.06.19" 5 6 19 1999 5.473 "female" "5y" "Child_help" "Deco" "Chr_Han" "Test3" -0.00347125822368421
"207" 238628 "05.06.19" 5 6 19 1999 5.473 "female" "5y" "E1_help" "Deco" "Chr_Han" "Test2" -0.0141494292763158
"208" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "Child_help" "Deco" "Nin_Step" "Test1" 0.000848003289473674
"209" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "Child_help" "Tower" "Nin_Step" "Test3" -0.0462820230263158
"210" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "E1_help" "Tower" "Nin_Step" "Test2" -0.0260064046052632
