"Subject"	"Gender"	"Age_group"	"Condition"	"Game"	"Team"	"Phase"	"Time"	"Change"	"z.time"	"num.phase"	"change.hip"	"Change.diff"
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	2	-0.00556687500000003	-1.4604104434456	1.28464630659364	2.24333311446446	-0.07806275
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	3	-0.00448018750000007	-1.2778591380149	1.28464630659364	0.7543261637631	-0.0271736250000001
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	4	0.0086123125	-1.0953078325842	1.28464630659364	0.865814960997793	-0.0178100625
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	5	0.00479350000000001	-0.912756527153501	1.28464630659364	0.464273658934877	-0.00819862499999999
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	6	-0.01791175	-0.730205221722801	1.28464630659364	-0.0172866377341441	-0.01479725
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	7	-0.0191229374999999	-0.547653916292101	1.28464630659364	0.0205010440398187	-0.0172723124999999
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	8	-0.013531	-0.3651026108614	1.28464630659364	0.155024593189636	-0.01617975
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	9	0.00374650000000004	-0.1825513054307	1.28464630659364	0.142155254628798	0.00152818750000003
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	10	-0.014664875	0	1.28464630659364	-0.178995193038032	-0.00614175
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	11	-0.014481625	0.1825513054307	1.28464630659364	-0.598183951666733	0.008062
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	12	-0.011917125	0.3651026108614	1.28464630659364	-0.604335521659805	0.01083225
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	13	0.003133	0.547653916292101	1.28464630659364	-0.48004839426638	0.021725375
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	14	0.0134124375	0.730205221722801	1.28464630659364	0.00582472850956934	0.0157539375
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	15	0.011586875	0.912756527153501	1.28464630659364	-0.0248882740439297	0.014955625
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	16	0.00609599999999999	1.0953078325842	1.28464630659364	-0.0148050809447156	0.00912749999999999
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	17	0.00461275	1.2778591380149	1.28464630659364	-0.39237544136999	0.02027275
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	18	0.015121	1.4604104434456	1.28464630659364	-0.0465196756963576	0.01921325
"247456"	"male"	"2y"	"Child_help"	"Deco"	"Chr_Han"	"Test3"	19	0.0199195	1.6429617488763	1.28464630659364	0.0938153505732809	0.019318
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	1	-0.053817	-1.6429617488763	-0.478593722064299	0.396355990961557	-0.0645375
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	2	-0.0268545000000001	-1.4604104434456	-0.478593722064299	0.177463248255492	-0.0302537500000001
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	3	0.00556174999999998	-1.2778591380149	-0.478593722064299	0.913252310889684	-0.02244725
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	4	0.01235575	-1.0953078325842	-0.478593722064299	0.882188003609971	-0.01461425
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	5	0.0186025	-0.912756527153501	-0.478593722064299	0.926900873231541	-0.009863
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	6	0.00427325000000001	-0.730205221722801	-0.478593722064299	0.369182196660451	-0.00553837499999999
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	7	-0.00518250000000003	-0.547653916292101	-0.478593722064299	0.0679682922062818	-0.00491950000000003
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	8	-0.00823625	-0.3651026108614	-0.478593722064299	-0.141192562126783	-0.000977499999999992
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	9	-0.0079167083333333	-0.1825513054307	-0.478593722064299	-0.15395165080014	-0.000231208333333302
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	10	-0.00759716666666665	0	-0.478593722064299	-0.166710739473497	0.000515083333333352
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	11	-0.0066022083333333	0.1825513054307	-0.478593722064299	0.00147826684374816	-0.0041153333333333
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	12	-0.0120479166666667	0.3651026108614	-0.478593722064299	-0.086097516660285	-0.0066319166666667
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	13	-0.016179625	0.547653916292101	-0.478593722064299	-0.178285109016961	-0.00768025
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	14	-0.00825087499999994	0.730205221722801	-0.478593722064299	-0.278967548636243	0.00361600000000004
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	15	0.01619	0.912756527153501	-0.478593722064299	0.0669069034589959	0.0164885
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	16	0.0265815	1.0953078325842	-0.478593722064299	0.236957077368311	0.021192375
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	17	0.02611425	1.2778591380149	-0.478593722064299	0.167839741127815	0.023036875
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	18	0.01995025	1.4604104434456	-0.478593722064299	-0.0177799592645729	0.02308125
"238463"	"male"	"5y"	"Child_help"	"Deco"	"Chr_Han"	"Test2"	19	-0.0037855	1.6429617488763	-0.478593722064299	-1.4612686555731	0.0476255
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	1	0.0173695	-1.6429617488763	1.28464630659364	0.561992432087266	0.001109
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	2	0.01087175	-1.4604104434456	1.28464630659364	-0.980691264680615	0.046209
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	3	0.02823925	-1.2778591380149	1.28464630659364	-0.784506261511549	0.05701475
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	4	0.04069525	-1.0953078325842	1.28464630659364	-0.642952880553124	0.06473625
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	5	0.0453919285714286	-0.912756527153501	1.28464630659364	-1.42520065848475	0.0955965714285714
