"Subject" "Alter" "Year" "Month" "Day" "Age_days" "Age_years" "Gender" "Age_group" "Condition" "Game" "Team" "Phase" "expansion"
"200" 238463 "05.06.12" 5 6 12 1992 5.4538 "male" "5y" "Child_help" "Tower" "Chr_Han" "Test4" 0.043972802631579
"201" 238463 "05.06.12" 5 6 12 1992 5.4538 "male" "5y" "E1_help" "Deco" "Chr_Han" "Test3" 0.0417409889567669
"202" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "Child_help" "Deco" "Chr_Han" "Test4" 0.024108149122807
"203" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "Child_help" "Tower" "Chr_Han" "Test2" 0.00531125
"204" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "E1_help" "Deco" "Chr_Han" "Test1" 0.0160343815789474
"205" 243582 "05.06.13" 5 6 13 1993 5.4565 "male" "5y" "E1_help" "Tower" "Chr_Han" "Test3" -0.000219078947368393
"206" 238628 "05.06.19" 5 6 19 1999 5.473 "female" "5y" "Child_help" "Deco" "Chr_Han" "Test3" 0.00718164309210527
"207" 238628 "05.06.19" 5 6 19 1999 5.473 "female" "5y" "E1_help" "Deco" "Chr_Han" "Test2" 0.0109784194078947
"208" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "Child_help" "Deco" "Nin_Step" "Test1" 0.00553056578947368
"209" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "Child_help" "Tower" "Nin_Step" "Test3" -0.0719181710526316
"210" 240929 "05.06.28" 5 6 28 2008 5.4976 "female" "5y" "E1_help" "Tower" "Nin_Step" "Test2" -0.0231698026315789
